-2	112	0	-2	112	32	-2	112	4	-2	112	64	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	32	-2	112	36	-2	112	100	-2	112	100	-2	112	100	-2	112	100	-2	112	100	-2	112	100	-2	112	100	-2	112	68	-2	112	64	-2	112	0	-2	112	0	-2	112	0
-2	112	0	-2	112	34	4	7	6	-2	112	76	-2	112	64	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	34	-2	120	9	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	3	-2	112	72	-2	112	0	-2	112	0	-2	112	0
-2	112	32	-2	112	54	4	7	7	-2	120	11	-2	112	72	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	50	-2	120	12	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	6	-2	112	-56	-2	112	0	-2	112	0	-2	112	0
-2	112	34	-2	120	11	-2	35	-5	-2	120	14	-2	112	-56	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	32	-2	112	36	-2	112	100	-2	112	118	-2	37	-1	-2	35	-3	-2	35	-11	-2	35	-11	-2	35	-11	-2	35	-11	-2	35	-11	-2	35	-43	-2	35	-13	-2	112	-56	-2	112	0	-2	112	0	-2	112	0
-2	112	50	-2	120	14	-2	35	-6	-2	36	-5	-2	112	-56	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	34	4	1	11	4	1	11	4	1	11	-2	122	9	-2	122	3	-2	112	-39	-2	112	-111	-2	112	-111	-2	112	-111	-2	112	-111	-2	112	-77	-2	35	122	-2	112	-56	-2	112	0	-2	112	0	-2	112	0
-2	112	50	0	2	2	-2	35	-6	-2	36	-2	-2	112	-120	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	32	-2	112	4	-2	112	64	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	50	4	1	11	4	1	11	4	1	11	-2	122	12	-2	122	6	-2	112	-56	-2	112	0	-2	112	0	-2	112	0	-2	112	32	-2	112	54	-2	35	-6	-2	112	-56	-2	112	0	-2	112	0	-2	112	0
-2	112	50	0	2	2	-2	35	-70	-2	112	-51	-2	112	-64	-2	112	0	-2	112	32	-2	112	36	-2	112	100	-2	112	100	-2	112	102	-2	120	11	-2	112	76	-2	112	64	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	50	0	2	2	-2	35	-71	-2	35	-75	-2	35	-11	-2	35	-9	-2	112	-120	-2	112	0	-2	112	0	-2	112	0	-2	112	34	-2	120	11	-2	35	-6	-2	112	-56	-2	112	0	-2	112	0	-2	112	0
-2	112	50	-2	35	-51	-2	35	-14	-2	120	11	-2	112	72	-2	112	32	-2	112	38	-2	120	9	-2	120	1	-2	120	1	-2	120	3	-2	120	14	-2	120	11	-2	112	108	-2	112	100	-2	112	100	-2	112	68	-2	112	64	-2	112	0	-2	112	50	-2	35	-19	-2	35	-26	0	2	2	-2	112	-39	-2	112	-127	-2	112	-128	-2	112	0	-2	112	0	-2	112	0	-2	112	50	-2	120	14	-2	35	-6	-2	112	-52	-2	112	64	-2	112	0	-2	112	0
-2	112	50	0	2	2	-2	35	122	-2	120	14	-2	112	-20	-2	112	102	-2	120	11	-2	120	12	-2	120	4	-2	120	4	-2	120	6	-2	37	-1	-2	120	14	-2	120	9	-2	120	1	-2	120	1	-2	120	3	-2	112	108	-2	112	100	-2	112	118	-2	122	9	-2	122	1	-2	122	3	-2	112	-56	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	50	0	2	2	-2	35	-6	-2	120	11	-2	112	72	-2	112	0	-2	112	0
-2	112	50	0	2	2	-2	35	-38	0	2	2	-2	120	9	-2	120	3	-2	120	14	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	-2	120	12	-2	120	4	-2	120	4	-2	120	6	-2	120	9	-2	120	1	-2	120	3	-2	122	12	-2	122	4	-2	122	6	-2	112	-52	-2	112	64	-2	112	0	-2	112	0	-2	112	0	-2	112	0	-2	112	50	0	2	2	-2	35	-6	-2	120	14	-2	112	-56	-2	112	0	-2	112	0
-2	112	18	-2	36	-1	-2	35	-36	-2	35	83	-2	120	12	-2	120	6	0	2	2	-2	35	-71	-2	35	-75	-2	35	-11	-2	35	-11	-2	35	-11	-2	35	-11	-2	35	-43	-2	35	-45	0	2	2	0	2	2	-2	120	12	-2	120	4	-2	120	6	-2	35	-71	-2	35	-75	-2	35	-9	-2	120	11	-2	112	72	-2	112	0	-2	112	0	-2	112	32	-2	112	36	-2	112	118	0	2	2	-2	35	-70	0	2	2	-2	112	-20	-2	112	68	-2	112	64
-2	112	16	-2	112	19	0	2	2	-2	35	124	-2	35	117	-2	35	-43	-2	35	-63	-2	35	-94	-2	112	-39	-2	112	-111	-2	112	-111	-2	112	-109	0	2	2	0	2	2	-2	35	124	-2	35	117	-2	35	-11	-2	35	-11	-2	35	-11	-2	35	-27	-2	35	-26	0	2	2	0	2	2	-2	120	14	-2	112	-120	-2	112	0	-2	112	32	-2	112	38	-2	120	9	-2	120	3	-2	35	-55	-2	35	-78	0	2	2	-2	120	9	-2	120	3	-2	112	72
-2	112	0	-2	112	16	-2	112	17	-2	112	-111	-2	112	-77	0	2	2	-2	35	76	-2	35	114	-2	112	-52	-2	112	64	-2	112	0	-2	112	16	-2	112	19	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	-2	37	-3	-2	37	-9	-2	112	-103	-2	112	-127	-2	112	-128	-2	112	0	-2	112	34	-2	120	11	-2	120	12	-2	120	6	-2	35	-56	-2	35	50	0	2	2	-2	120	12	-2	120	6	-2	112	-56
