-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	34	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	8	36	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	100	-2	8	68	-2	8	64	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
0	1	13	0	2	13	0	3	13	0	4	13	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	-2	8	72	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
0	1	13	0	2	13	0	3	13	0	4	13	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	-2	8	-56	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
0	1	13	0	2	13	0	3	13	0	4	13	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	-2	8	-56	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
0	1	13	0	2	13	0	3	13	0	4	13	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	0	7	4	-2	8	-56	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	0	-2	8	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
