-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	32	-2	99	36	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	68	-2	99	64	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	34	4	11	6	4	12	6	4	11	6	4	9	7	0	4	3	0	6	3	4	12	6	4	11	6	4	12	6	4	11	6	4	12	6	-2	99	72	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	4	11	7	4	12	7	4	11	7	4	9	8	0	4	3	0	6	3	4	12	7	4	11	7	4	12	7	4	11	7	4	12	7	-2	99	-56	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	4	11	8	4	12	8	4	11	8	4	9	9	0	2	6	0	2	6	4	12	8	4	11	8	4	12	8	4	11	8	4	12	8	-2	99	-56	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	-2	10	-39	-2	10	-111	-2	10	-77	0	2	6	0	2	6	0	2	6	0	2	6	-2	10	-39	-2	10	-111	-2	10	-111	-2	10	-77	-2	99	-56	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	-2	10	-56	-2	10	0	-2	10	50	0	2	6	0	2	6	0	2	6	0	2	6	-2	10	-56	-2	10	0	-2	10	0	-2	10	50	-2	99	-56	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	-2	10	-56	-2	10	0	-2	10	50	0	2	6	0	2	6	0	2	6	0	2	6	-2	10	-56	-2	10	0	-2	10	0	-2	10	50	-2	99	-20	-2	99	100	-2	99	100	-2	99	100	-2	99	100	-2	99	68	-2	99	64	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	-2	10	-56	-2	10	0	-2	10	50	0	2	6	0	2	6	0	2	6	0	2	6	-2	10	-56	-2	10	0	-2	10	0	-2	10	50	-2	94	9	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	3	-2	99	72	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	50	-2	10	-56	-2	10	0	-2	10	50	0	2	6	0	2	6	0	2	6	0	2	6	-2	10	-56	-2	10	0	-2	10	0	-2	10	50	-2	94	12	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	6	-2	99	-56	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0	-2	99	0
